job_desc,candidate requirements t,company benefits t,salary ranges t,part time options t,
"Job Description:

The Delivery Manager is a key role within the Due Diligence team, a division of Data Strategy, supporting the Due Diligence Management Team, Product, Sales and Clients.

The role will guarantee that the Due Diligence team can provide the best possible customer service, adapting the internal needs and resources to best serve the client’s needs and helping keep DD on the path to meeting its ambitious revenue and development goals for the coming years. You will report to the Manager, Due Diligence Delivery & Quality.

You Will:

Ensure that client requests are correctly received and processed in a timely manner, as well as overseeing the entire report life cycle until the client delivery phase

Develop methodologies and processes relating to report intake and delivery and client/sales communication in agreement with the Senior Manager, Delivery and Client Engagement, with a special focus on clients based in the EMEA region and their specific needs.

Improve the team’s mailbox policies, workflows and quality standards for DD reports; as well as align quality assurance standards and delivery processes with global product standards, providing relevant solutions and training when needed

Be a key representative of the DD team in dealings with clients, particularly strategic clients, working with partners in Sales and Product, to ensure optimal, efficient engagement of the research and quality teams post sale

Ensure that clients receive clear, responsive communication to queries relating to the Dow Jones research, reviewing, proofing and editing process and its content across the regions; and that requests from clients and potential clients are dealt with effectively, consistently and timely across the regions by working with their peers in other offices.

Determine the best research/quality team representatives to liaise with clients and when to involve the Vice President, the Head of Due Diligence, or the Due Diligence Senior Managers in discussions, if required

Plan research resources for report assignments and for any large ad hoc projects together with other regional DD Senior Managers, R&C Senior Managers and Data Strategy Senior Managers

Assist in the handling of content-related questions in DD RFP (Requests for Proposal) working with the Product team

Together with the Head of Due Diligence and the Senior Managers, you will work with Product for assessing product enhancements based on client feedback

Communicate regularly with Sales and Clients to gather feedback and arrange necessary actions/follow ups if needed

Assist in scoping and managing potential ad-hoc projects outside the usual DD scope if required

You Have

Excellent English writing skills
Knowledge of and interest in international affairs and politics
Strong research skills, including online search tools
An openness to different views and opinions and an appreciation for team diversity
Preferred

Previous experience in the field of Due Diligence
Specialist legal, business or financial knowledge
Reasonable accommodation: Dow Jones, Making Careers Newsworthy - We are an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or expression, pregnancy, age, national origin, disability status, genetic information, protected veteran status, or any other characteristic protected by law. EEO/AA/M/F/Disabled/Vets. Dow Jones is committed to providing reasonable accommodation for qualified individuals with disabilities, in our job application and/or interview process. If you need assistance or accommodation in completing your application, due to a disability, email us at talentresourceteam@dowjones.com. Please put ""Reasonable Accommodation"" in the subject line and provide a brief description of the type of assistance you need. This inbox will not be monitored for application status updates.

Business Area: PIB - DATA STRATEGY

Job Category: Data Analytics/Warehousing & Business Intelligence

Union Status:

Non-Union role

Since 1882, Dow Jones has been finding new ways to bring information to the world’s top business entities. Beginning as a niche news agency in an obscure Wall Street basement, Dow Jones has grown to be a worldwide news and information powerhouse, with prestigious brands including The Wall Street Journal, Dow Jones Newswires, Factiva, Barron’s, MarketWatch and Financial News.

This longevity and success is due to a relentless pursuit of accuracy, depth and innovation, enhanced by the wisdom of past experience and a solid grasp on the future ahead. More than its individual brands, Dow Jones is a modern gateway to intelligence, with innovative technology, advanced data feeds, integrated solutions, expert research, award-winning journalism and customizable apps and delivery systems to bring the information that matters most to customers, when and where they need it, every day.

If you are a current employee at Dow Jones, do not apply here. Please go to the Career section on your Workday homepage and view ""Find Jobs - Dow Jones."" Thank you.

Req ID: 38759",1,0,0,0,5159
"THE ROLE

We’re looking for a travel enthusiast to become the new Branch Operations Manager of our depot in Barcelona - Martorell. You’ll be the face of our company, reporting directly to the Iberia - Operations Area Manager, being responsible for managing the branch, in diverse aspects such as logistics, fleet, bookings, customer service and workforce management, with the assistance of central teams, while assisting other depots in the region.

WHAT WILL YOU WORK ON?

Managing, training, and coaching your team and occasionally assisting training at other branches;
Ensuring the profitability of the depot by guaranteeing compliance with the business plan, as well as controlling costs;
Establishing and maintaining relationships with suppliers and partners;
Monitoring assets and reducing fleet downtime;
Overseeing daily operations and helping out whenever needed;
Serving as a direct point of communication for any urgency or unforeseen event;
Play an active role in process optimization.
WHO ARE WE LOOKING FOR?

You have at least 2+ years of work experience in a supervisory role in a fast-paced, operational environment;
You have an advanced level of English, both spoken and written (mandatory);
You’re eligible to work in Spain, have a valid driver's licence and feel confident enough to drive a campervan (mandatory);
You’re available to work on weekends and public holidays;
You’re a responsible person who takes their work seriously and can be relied upon;
You’re well-organised and you’re good at solving problems.
THE INDIE COMMITMENT!

Being part of a young, fast-growing and innovative company where you make a difference;
Career development opportunities in Field Operations around the US and Europe, or transitioning to an HQ role in Lisbon or Los Angeles;
Continuous training and coaching to develop the skills that matter to you;
Schedules fixed in advance with weekends and holidays being rotated between team members;
Compensation package that includes Performance and Referral bonus;
Free Road Trips, so you can experience Indie firsthand trips around the US and Europe.
Are you ready to Go Indie?

Job Type: Full-time

Salary: 26,000.00€ - 38,300.00€ per year

Experience:

Team Supervising/Managing: 2 years (Required)
Language:

English (Required)
License/Certification:

Drivers License (Required)",1,1,1,0,2329
"This position will closely work with the Head of Internship Department and Internship specialists. Post-holder will help to manage all internship, community Based-Learning and volunteer requests related to Spring semester. The post-holder will also accompany them to their placements during start of semester.

The post-holder will work on pre-departure summer process and work with students prior to their placements. This post-holder will also work on mock interviews process for summer semester.

· Manage mock interviews and organize the distribution of additional interviews among staff members.

· Help the internship team to handle the volunteering and community based-learning process for all our Spring students (potential number of 150-200 students).

· Help the internship team for planning, implementing, and monitoring a Social Media strategy in order to increase number of workplaces and partners.

· Perform inventory record keeping, data entry, filing, typing, and handling potential enquiries on internship process.

· Provide administrative and office support for the Internship team and give support in all processes relating to the summer program, such as: maintaining databases, compiling data, planning projects, organizing student’s forms, and other projects as assigned

· Actively join the Internship team in all steps of the pre-arrival process.

· Once students are on-site, schedule confirmation visits to organizations and accompany students to their workplaces.

· Prepare and send collaboration agreements to companies.

· Share an hour tracking document with students and companies.

· Follow-up with companies and students (hours, tasks, responsibilities, supervision).

EXPERIENCE/QUALIFICATIONS REQUIRED

o College Graduate in any discipline

o Competent written and spoken knowledge of English, Spanish and Catalan.

o Excellent communication skills

o Experience living abroad, preferably in the US, and valuable experience working within the context of international internship or career development programming.

o Advanced computer skills in MS Office

o Valuable ability to forge network of contacts who offer ‘Service’ opportunities and commitment to cultivating social responsibility, cultural awareness, and an ethic of civic engagement.

Job Types: Full-time, Temporary
Contract length: 9 months

Salary: 24,000.00€ per year

Work Location: In person

Expected Start Date: 01/11/2023",1,0,1,0,2428
"Subject: Insite Management ""Commercial Operations Cooridinator"" Job Description FR & CH

Scope: The purpose of this document is to provide a general overview of your responsibilities.

Employee: TBD

Date: 1 December 2023

Status: --

Commercial Operations Assistant Job Description:

Reporting / Documentation Commercial Operations Support

Project forecasting;
Proposal writing;
Business forecasts;
Contract closing;
Commercial admin.
Stakeholder Interaction

Project management/planning/EOY;
Stakeholder relationship management: Clear communication, scheduling, follow-up;
CRM/Database; Legal/Technical document coordination;
Reporting & invoicing
Basic Requirements

Fluent French (Native language);
Fantastic communication skills;
‘Polyvalent’ -> a must;
Independent;
Team work - we're a small company and we all need help!
Extremely well organised -> Able to plan;
High standards for self and others;
Hard worker;
MS Suite expert (Word, PowerPoint; Excel);
Bias for action!
Insite Management SA - Route de la Chocolatière 21 - 1026 Echandens - Switzerland

www.insitemanagement.ch

Job Types: Part-time, Permanent
Part-time hours: 32 per week

Salary: 2,500.00€ - 3,500.00€ per month

Education:

Bachelor's (Preferred)
Experience:

Project / Account Management: 3 years (Preferred)
Rollout - Mobile networks: 3 years (Preferred)
Language:

French (native speaker) (Required)
Willingness to travel:

25% (Preferred)
Work Location: In person

Expected Start Date: 01/12/2023",1,0,1,1,1479
"Are you a Google fan?
Do you love Google products?

Teleperformance Spain is looking for a highly-skilled group of professionals to help improve the business, and identify areas of growth based on digital advertising campaigns.

Purpose of the role
**As a Digital Marketing Consultant your role is to identify and apply the appropriate advertising solutions through an active collaboration with Italian companies and Digital Marketing & Online Advertising Agency Partners. You would work with a wide variety of advertisers, and deliver the optimal digital advertising solution for each customer.
It is a target driven environment, where you will work towards individual sales targets and be part of a larger sales team increasing the Client customer base across EMEA. You will be part of the largest team who creates unique customer experiences while actively affecting the Italian online marketing environment.

Responsibilities

Implement creative ways to improve our client companies and agency relationships, by tailoring and sharing performance-enhancing suggestions, and upsell or promote other Google products.
Provide strategic advice and help businesses and agencies get the best ROI on their clients’ advertising investment by working closely with them in a consultative role.
Consistently deliver against assigned quota, while prioritising and delivering outstanding customer sales experience.
Communicate with the customers proactively, via phone, video conference and email.
Requirements:

BA/BS degree and/or equivalent practical experience
Native level of Italian
Ability to speak and write English fluently and idiomatically
+1 Years of experience in digital marketing, preferably building and optimising PPC Campaigns
Minimum 0-1 Years of experience in Sales
Knowledge of Google products such as Ads, AdSense or YouTube
A team player with leadership and high communication skills
Strong presentation, analytical and problem solving skills
Passionate about Marketing, Technology and online Advertising, with a desire to learn and develop
Benefits:

Full time position (39h per week, Monday to Friday).
Salary: starting from 21.505€ gross/year + up to 3.795€ gross/year in bonus.
This is a Hybrid working model in Barcelona.
Permanent Contract.
Referral Program: Bring a Friend and get a Referral fee (up to 2.000€ depending on the language/project).
4 weeks of intense introduction training on Google Ads and specific sales training.
A permanent presence of coaches who will facilitate your personal and professional development.
Established career path to grow within the project.
Continuous training and certifications within Google products.
Excellent work environment, great colleagues, social arrangements and personal development.
Office location surrounded by the sea (World Trade Center, Barcelona, Spain).
Contratto di lavoro: Tempo pieno, Tempo indeterminato

Stipendio: 21.500,00€ - 25.300,00€ all'anno

Sede di lavoro: Di persona",1,1,1,0,2957
"Call Center Representative/Customer Service
Do you enjoy working in a fast-paced environment where no two days are ever the same?

The 7thCircle, located in Barcelona next to the famous Sagrada Familia is currently recruiting strong sellers and hardworking individuals to join our team.

An industry leader for over 10 years, we provide services that are oriented as life coaching to individuals from all over the world. The customer service team is in charge of new customer registration, processing payments and managing appointments for existing customers.

Competitive salary plus commission, bonuses and incentives offered.

Requirements:

Native or fluent English
Superior customer service skills
Sales orientation
Basic computer skills/database management
Adaptability and flexibility
Ability to multitask
Excellent interpersonal skills
Team Player
Experience working in a call center environment is a plus
Customer service responsibilities:

Maintaining a positive, empathetic and professional attitude towards customers
Responding promptly to customer inquiries
Communicating with customers over the phone
Assisting the manager with daily tasks
Updating records of customer interactions, transactions, comments and complaints
Knowledge of our products
Processing customer requests and complaints
Managing appointments
Benefits:

Full time permanent contract
39 hours per week in rotation
Paid Training
NOTE: THIS POSITION IS AN ON-SITE POSITION

Ability to commute/relocate:

08025 Barcelona, Barcelona: Reliably commute or planning to relocate before starting work (Required)
Job Type: Full-time

Salary: 1,400.00€ - 3,000.00€ per month

COVID-19 considerations:
Common surfaces are sanitezed regularly, working in the office, no need to wear mask in the office, no vaccination requirements.

Ability to commute/relocate:

08025 Barcelona, Barcelona: Reliably commute or planning to relocate before starting work (Required)
Work Location: In person",1,1,1,0,1958
"We’re all work and all play – combining a fun-filled, social work environment with professional development and fulfilment.

Your role
To deliver friendly, knowledgeable, and efficient customer service and product delivery to provide an epic experience for our customer.

Company Perks

50% off stays at our accommodation
50% off all food
50% off all drinks
Ski trips
2 Sailing trips per year
Flying lessons
Bespoke Training Program
E-Learning Program
Partnered with License Trade Charity
up to £1000 cash rewards for finding new employees.
Recognition schemes

£100 for employee of the Month
£250 for employee of the Quarter
£2000 for employee of the Year
Extensive Training and Development
X2 Sailing trips per year.
Equal tips for all staff (housekeeper, cleaner, chef, bartender)
Wicked incentives run centrally (last prize was a £1000 for staff party)


Essential requirements
You must:

Be eligible or have all necessary documentation in which to be legally employed in the country, which you are based.
All Documentation required by any Local/Regional/National certifying or Governing bodies in which to operate legally within you units country.
Have a up to date/active bank account in your own name.
Be able to converse in English and Spanish
Where live in accommodation is not provided. Have a fixed place of residence and live within a reasonable travelling distance of the unit.


Main responsibilities

Providing a brilliant experience for our customers

Deliver excellent customer service, always.
Serve and present beverages, quickly and efficiently, meeting our standards and specs.
Assist in keeping the bar, front-of-house and toilets clean and tidy, at all times.
Keep up to date with all new products, specials, promotions and events offered in the unit, so as to offer the customer a brilliant experience
Contribute towards creating an epic party atmosphere during any time of the day.
Make customers aware of offers on our great food and drink range.
Check back regularly during food service to ensure customer satisfaction.
Learn the skill sets of up-selling and practice them on every sale you make.
Provide fast, friendly, and charismatic table service.
Fulfil all reasonable requests from guests to ensure their comfort, satisfaction, and safety.
Maintaining Controls and Standards

Conduct daily standard audits at the beginning of shift, and continue throughout and reporting any issues to line manager.
Always adhere to all company policies and procedures.
Always adhere to local licencing laws regarding responsible and correct service of alcohol
Maintain excellent knowledge of all company and site-specific Health and Safety procedures. Assist in keeping the reception area clean and tidy, at all times.
Conduct regular security checks throughout the day and report any security issues to line manager
Provide reports, as required, for housekeepers and management.
Always adhere to all company policies and procedures.
Maintain excellent knowledge of all company and site-specific Health and Safety procedures.
Administer all reservations, cancellations, and no-shows, in line with company policy.
Keep up to date with current promotions and bed pricing across the beds and bars group, to provide information to guests, on request, while maximising bed sales opportunities


Contributing ideas to help develop an innovate business.

Be involved and contribute at team meetings.
Carry out instructions given by the management team and head office.
Development

Maintain personal knowledge by completing in-house training within the given timelines.
Always engage with your line manager about your own personal and professional development and how Beds and Bars can assist.",1,1,0,0,3703
"We have an exciting opportunity for a curious and focused individual to join our company in an important capacity as a Corporate Account Manager here at RS Iberia. This person will play a pivotal role in driving the growth of the RS Iberia business. You will be responsible for identifying new opportunities, managing, and converting inbound enquiries, establishing long-standing client relationships with new and existing stakeholders, and contributing to the growth of our overall brand.


Here is more about what you will be doing...


A key part of your role will be to develop and nurture new and existing relationships on a national level.
Project manage the onboarding of large enterprise customers, including product implementation plans and success milestones.
Through proactive networking and follow up, create key stakeholder and decision maker relationships within all customer accounts.
Through the implementation of strategic account development methodology, win additional business and maintain customer account plans detailing current product holding, volume expectations, growth expectations and opportunities to sell new products and services.
You will attend regular meetings with key influencers including quarterly performance reviews and annual strategic reviews to achieve annual sales performance.
Support internal projects and initiatives relevant to the continual improvement of delivering great customer service.
Maintain CRM systems, ensuring that all data is accurate and up to date.
Forecast and track key account metrics.

What existing skills and experience will you need to be successful in this opportunity?


You are someone who enjoys engaging with and developing relationships with key stakeholders
Self-motivated with the ability to set your own agenda and work independently in a national field-based role
You have pre-existing experience of securing high-value new business contracts
You have a strong background of experience in both securing new business from, and managing existing accounts, through dealing with the most senior people in organisations including D and C-suite – including negotiating and presenting to them
You are someone who enjoys the responsibility of managing high revenue
You are a leader with the ability to facilitate and engage a group of individuals along a planned route
Recognition that positive behaviour is key to success, consisting of openness, curiosity, confidence, enthusiasm, working effectively with others and a strong work ethic
And of course – a driving licence is essential!

The extras you will get

At RS, as well as the usual employee benefits you’d expect from a FTSE listed company, including quarterly performance bonus, and local benefits to associated with the Iberia Market.

Monthly Lunch Vouchers.
Accident insurance paid by the company
Parking slot in the Alcobendas offices
Possibility of participation in “Loyalty Programs” when the group offers them (Phantom Shares)
EAP Program (Employee Assistance Programme)
Virtual Working Model
Christmas hamper

We are RS

At RS we’ve been solving engineering problems for over 80 years: big ones, small ones, easy and difficult ones. We turn the ‘what ifs’ into the ‘why nots’, the impossible into the possible.

Our purpose? Making amazing happen for a better world.

We offer service and product solutions. We send out a parcel every 2 seconds, to over 130 countries. We provide over 700,000 in-stock and over 3 million unstocked products to more than 1.2 million customers.

We want people like you, as you are curious about things, you like doing things differently and in a human way with empathy. Because that’s exactly how we partner with people – our customers, suppliers, colleagues, and communities – to solve problems.

We’ll also invest in your development and wellbeing – because building a more diverse and inclusive culture, being ethical, responsible, and committed to our Environment, Social and Governance (ESG) action plan is at the heart of everything we do.

Come and join us and we’ll help you to think big, do more and unleash your brilliance, so you do amazing things too.


What to do next

If this feels like the right role for you, just click the ‘Apply Now’ button. You’ll need to create an account and attach your CV and you can attach a cover letter if you like.

We reply to everyone and will get back to you as soon as we can to let you know if we’d like to arrange an interview.


#LI-HYBRID

#LI-MR1",1,1,0,0,4473
"Who are we?

EIMS (eims.biz) is a B2B agency with UK HQs and offices in Spain, US, New Zealand, the Philippines & South Africa. We’re known as the “ROI” experts, and our end-to-end sales and marketing solutions in multi-languages help tech brands such as Adobe, SAP, HP, Dell (and more) grow their businesses better, faster and more efficiently.

What's in for you?

Up to €30,000 yearly salary ( €27,000 yearly base salary + €3,000 yearly performance bonus)
Hybrid working model: Work from home set-up on Mondays & Fridays, then work onsite on Tuesdays, Wednesdays, and Thursdays at our Barcelona Hub, Llacuna 56-70 Building A, 8th Floor, 08005
28 days paid annual leave plus an opportunity to earn up to 4 extra days off per year
Fun environment & Career Progression: 95% of our leadership team was promoted internally: Claudette's story - https://youtu.be/ULShKbMAnnQ
Work with cross-cultural teams in UK, USA, South Africa, New Zealand, & Philippines.
What will you be doing?

B2B outbound outreach targeting ideal customer profiles on behalf of our technology clients with the aim to book qualified discovery meetings
Build rapport & nurture relationships with C level prospects
Researching using varied and creative techniques to identify business opportunities
Sharing market insights with the wider team gained through prospecting activity
Learning the necessary tools to be able to succeed in the role; with a can-do attitude and an open mind to learning
Who are you?

Speaks Swedish as your FIRST language and easily communicate to C-level decision makers across the Swedish market
Self-motivated, proactive, flexible and curious
Desire to improve, receive feedback and be coached to win in tech sales
BCN123

Jobbtyp: Heltid

Lön: 27 000,00€ - 30 000,00€ per år

Möjlighet att pendla/flytta:

08005 Barcelona: Pendla på ett tillförlitligt sätt eller planera att flytta före jobbstarten (Obligatoriskt)
Ansökningsfrågor:

Do you have SSN/NIE?
Do you speak Swedish as your FIRST language?
Arbetsort: Delvis på distans i 08005 Barcelona",1,1,1,0,2044
"Secondary Castellano and IB Spanish TeacherSecondary Castellano and IB Spanish Teacher

Date of posting: September 2023

Located in the greater Barcelona metropolitan area, The American School of Barcelona is a private, non-profit, coeducational day school serving students from 3-18 years old. ASB offers a balanced approach to learning in an international environment for over 900 students.

ASB believes that students learn to their potential when they are inspired. With rich content and an emphasis on student-driven projects, students are empowered and encouraged to be active and engaged learners. Our teachers provide an education that is both challenging and supportive. They work to ensure that students become active and curious learners – and are both local and global citizens fully prepared for future endeavors and challenges.

ASB’s faculty embodies the values of continuously improving through innovation, creating responsible global citizens, and developing independent and critical thinking students while providing a caring environment that gives students the self-confidence to maximize their potential within a context of diversity. With this in mind, ASB is committed to the professional development of its faculty and offers educators a rich professional experience for continuous growth and improvement. As a substitute teacher at ASB, you will be an active learner, constantly searching for ways to improve their practice.

What is in it for you?

International working environment | Annual professional development opportunities | School pension plan | Free lunch | Flexible Remuneration with Sodexo | Annual step scale | Medical coverage and pension through the Spanish social security system (private health insurance is provided until the employee is legally a part of the national healthcare system) | Three wellbeing days without justification in addition to sick and personal leave provided by Spanish labor agreement for private schools | Tuition benefits and lunch and afterschool discounts for staff children based on enrollment

Position Overview

We are currently looking for a confident and talented Secondary Castellano and IB Spanish Teacher to join our team in the Secondary School. Work requires knowledge and experience of social studies instruction and curriculum. To excel in this role, you should have in-depth knowledge of effective teaching practices that ensure learning is a comfortable and meaningful experience. Our ideal candidate has excellent interpersonal and organizational skills, with a strong command of Spanish Language and Literature. Some of your responsibilities will include:

Design lessons and units that lead to standards mastery and are aligned to grade level expectations and end-of-year assessments
Personalize instruction by planning a program of study that meets students individual needs
Collaborate with other humanities teachers, school leaders, IT integrators, and curricular specialists to ensure that instruction is always meeting the needs of all learners.
Secure and prepare instructional materials in advance using a variety of resources
Communicate regularly and often with families to both solicit their input and share student social and academic progress.
School-Wide Qualifications and Attributes

The successful candidate must enjoy working with children and be devoted to building a nurturing and safe learning environment. To excel in this role, the ideal candidate should bring the following:

Bachelor's degree in Filología Española, with appropriate teaching credentials. Experience and IB training preferred.
Nivell C de Català
Two years of recent work experience in a similar role
Familiarity with recent North American teaching materials and methodologies
Experience with data-driven assessment tools that facilitate differentiated instruction
Experience working in an internationally and linguistically diverse school setting
Effective oral and written communication within a school community
Must be detail-oriented and able to follow written and verbal instructions.
Must be flexible and show a positive attitude to change
All prospective employees must be able to clear a background check as well as a sexual offenders clearance for all other countries where the candidate has lived or worked for a period of 3 months or more, over the last 5 years. As well as that, the verification process includes the cross-check of the requested references, which must cover the last five years of work.

NOTE: This job description in no way states or implies that these are the only duties to be performed by the employee(s) incumbent in this position. Employees will be required to follow any other job-related instructions and to perform any other job-related duties requested by any person authorized to give instructions or assignments. The requirements listed in this document are the minimum levels of knowledge, skills, or abilities. This document does not create an employment contract, implied or otherwise, other than an “at will” relationship.

RECRUITING PRINCIPLES: ASB is committed to safeguarding and promoting the welfare of children and young people and expects all staff, volunteers and other third parties to share this commitment. Safer recruitment practice and pre-employment background checks, to the maximum extent permitted by law, will be undertaken before any appointment is confirmed.

ASB does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity or national origin in the administration of its recruiting and educational policies.

Tipo de puesto: Jornada completa

Salario: 36.000,00€-40.000,00€ al año

Horario:

De lunes a viernes
Ubicación del trabajo: Empleo presencial",1,1,1,0,5737
"At Kids&Us, we are the trigger that ignites the new generations to discover the world through their senses. We are passionate about changing the education landscape by building a world full of meaningful English educational experiences.

We are proud to have a wonderful and diverse community of teachers all over the world.

For our school in L'Hospitalet del Llobregat (Barcelona) we are looking for an energetic and fun English teacher to join our team!

You would fit right in at Kids&Us if you have:

A positive attitude and an energetic “can do” approach to children’s learning.
Excellent communication skills.
Organization and good time-management skills.
Flexibility with work hours and availability.
Boost your CV: add teaching experience to your skill set. We will train you in the use of our teaching method for children from 1 to 18 years old. You’ll learn to:

Prepare your classes using Kids&Us’ lessons, music, games, stories and arts and crafts.
Monitor your students’ progress and guide learners towards their goals.
Develop strong, meaningful relationships with students, their families, and your peers and mentors to support the growth of the children.
Communicate in an efficient, effective, and professional manner.
Your background:

Teaching experience is a plus but not required.
Advanced or Proficiency level in English.
A team player: if you've played on a team, you'll fit right in!
We offer:

Part-time job (from 8 to 12h hours a week, Monday to Friday)
Young and stimulating work environment.
We require:

Availability in the afternoon (4 to 9 pm)
Commitment to finish the school year (until June 2024)
Start immediately
If Kids&Us sounds like the kind of school you would like to be a part of, we would love to hear from you!",1,0,0,1,1754
"COMDATA Group is currently recruiting German speaker agents to join our team.

Within this position you will be in charge of the Front and Back office : inbounds calls and emails for the German market of an international brand.

Full time or Part time are available

Starting date: ASAP

Monday to Saturday (with a minimum of 2 saturdays free a month)

Timeslot: 9h00 - 20h00

Home office available

Your profile:

- German native speaker

- Excellent communication skills, both oral and writting

- Computer skills

What you can expect from us:

- Fixed salary + commissions

- Full remote position

- Evolutive position

- A modern, pleasant and well-located working environment

Comdata Group is one of the European leaders in customer relations. We offer a full range of services: Sales, Customer Service, Technical Assistance via phone, email or chat.

Tipo de puesto: Contrato indefinido

Salario: 20.000,00€-22.000,00€ al año

Beneficios:

Flexibilidad horaria
Seguro médico privado
Horario:

Flexibilidad horaria
Tipos de compensaciones complementarias:

Plan de comisiones
Preguntas para la solicitud:

Is German your native language?
When would you be available to start working?
Do you speak fluently an other language? If yes which one?
Do you live in Barcelona?
Ubicación del trabajo: Empleo presencial",1,1,1,1,1315
"Overview

RTI International is an independent nonprofit research institute dedicated to conducting innovative, multidisciplinary research that improves the human condition with a worldwide staff of nearly 6,000. Universities in North Carolina founded RTI in 1958 as the first scientific organization in and centerpiece of the Research Triangle Park, NC, USA.

RTI Health Solutions (RTI-HS), a business unit of RTI International, is an independent and internationally recognized research organization. We provide healthcare consulting and research expertise to optimize decision making for pharmaceutical, biotechnology, and medical device products across the development and marketing lifecycle. Clients rely on our expertise, quality standards, and integrity to guide their product development and regulatory and market access strategies. Our various practice areas include Market Access and Outcomes Strategy, Health Economics, Patient-Centered Outcomes Assessment, Pharmacoepidemiology, Surveys and Observational Studies, Biostatistics, and Health Preference Assessment. RTI-HS has office locations in the US, UK, Spain, France, and Sweden.

The Global Pharmacoepidemiology and Risk Management team within RTI-HS is currently based in Spain (Barcelona) and the US (NC, MA). We are active members of the European Network of Centres for Pharmacoepidemiology and Pharmacovigilance (ENCePP) and the International Society for Pharmacoepidemiology (ISPE). The office in Barcelona hosts 25 epidemiology and biostatistics colleagues.


Responsibilities

We are looking for a candidate with the right combination of skills, experience, abilities, and compatibility to provide leadership in pharmacoepidemiology, risk management and other real-world evidence (RWE) research intended for submissions to regulatory agencies. You will contribute to or co-lead, in collaboration with a Senior Epidemiologist, post-marketing studies of the use, safety and effectiveness of treatments and prevention in various therapeutic areas, including database or primary data collection studies. In addition, other pre- and post-approval regulatory applications of RWE, (e.g., external control arms, label extensions, etc.) may be performed.


Specific duties include:
Writing, budget planning or contributing to proposals
Designing studies, writing protocols and analysis plans
Leading or contributing to targeted or systematic literature reviews
Leading or contributing to feasibility and or landscape analyses
Interpreting results, writing study reports and manuscripts
Contributing to and coordinating interactions with clients and research partners

Work may also include proposal and project planning and start-up activities, and other project management and research tasks.

It is anticipated that the candidate will be willing to work in-person or hybrid out of our office in Barcelona, Spain full-time. However, qualified candidates wishing to telecommute full or part-time and able to work in the European Union or the UK, will be considered on a case-by-case basis.

Please include a cover letter highlighting your experience – please pay particular attention to the responsibilities and qualifications sections below and tell us as much as you are able about how your studies/experience match the requirements of this exciting opportunity.


Qualifications
Master's degree in Epidemiology or equivalent and 6 years of pharmacoepidemiology experience, PhD in Epidemiology and 1 year of pharmacoepidemiology experience, or equivalent combination of education and experience.
Life sciences background and pharmacoepidemiology experience is required. Experience responding to requests from the European Medicines Agency (EMA), United States Food and Drug Administration (FDA), or other national regulatory agencies relating to risk management planning, and/or design/implementation and reporting of post-marketing safety studies is highly valued.
Prior experience working within a relevant research organization/institution including pharmaceutical industry and/or regulatory agencies is highly valued.
Demonstrated effective communications (written, verbal and presentation skills) in a multinational and multidisciplinary collaborative environment is required. The working language is English. Additional languages are highly valued.
Ability to perform duties that require close attention to detail.
Ability to establish and maintain effective working relationships with co-workers, manager, research partners and clients.
Ability to operate in a hybrid, multi-country team environment and be flexible in taking on and performing assignments as necessary, and to work to tight and sometimes challenging deadlines.

EEO & Pay Equity Statements

As a global employer of choice, RTI is committed to equity, diversity, inclusion and belonging in the workplace and the communities and markets where we serve our mission. We value diversity of thought, culture, background and perspective and welcome applicants without regard to race, color, religion, sex, age, marital status, sexual orientation, gender identity, national origin, creed, citizenship status, disability, protected veteran status, or any other classification protected by applicable discrimination laws or RTI policy.

We are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

RTI International is an independent, nonprofit research institute dedicated to improving the human condition. Clients rely on us to answer questions that demand an objective and multidisciplinary approach and one that integrates expertise across the social and laboratory sciences, engineering, and international development. We believe in the promise of science, and we are inspired every day to deliver on that promise for the good of people, communities, and businesses around the world. For more information, visit www.rti.org.

For USA Job Postings Only: RTI participates in the US Government E-Verify program. Further information regarding the E-Verify program and laws that are designed to protect you against discrimination relating to your legal right to work in the US can be found here.

For San Francisco, CA USA Job Postings Only: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.

As a global employer of choice, RTI is committed to equity, diversity, inclusion and belonging in the workplace and the communities and markets where we serve our mission. We value diversity of thought, culture, background and perspective and welcome applicants without regard to race, color, religion, sex, age, marital status, sexual orientation, gender identity, national origin, creed, citizenship status, disability, protected veteran status, or any other classification protected by applicable discrimination laws or RTI policy.

We are proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law.

Click here. to view the EEOC Know Your Rights Poster.",1,0,0,0,7460
